Booking_ID,adults,children,weekend_nights,week_nights,meal_plan,parking_request,room_type_reserved,lead_time,market_type,first_time,previous_cancellations,avg_price_per_room,number_of_special_requests,booking_status,arrival_date
INN22725,1.0,,,,Meal Plan 1,No,Room_Type 1,1,Online,Yes,0,114.0,0,Not_Canceled,2017/08/11
INN35136,2.0,,,,Not Selected,No,Room_Type 1,4,Online,Yes,0,133.33,1,Canceled,2018/10/27
INN28246,2.0,,,,Meal Plan 1,No,Room_Type 1,323,Offline,Yes,0,70.0,0,Canceled,2018/05/17
INN07080,1.0,,,,Meal Plan 1,No,Room_Type 1,166,Online,Yes,0,110.0,0,Canceled,2018/11/01
INN14894,2.0,,2.0,,Meal Plan 1,No,Room_Type 4,40,Offline,Yes,0,65.0,0,Not_Canceled,2017/10/31
INN00607,2.0,,1.0,,Meal Plan 1,No,Room_Type 1,127,Offline,Yes,0,90.0,0,Not_Canceled,2018/04/28
INN19775,2.0,,,,Meal Plan 1,No,Room_Type 1,42,Online,Yes,0,94.5,1,Not_Canceled,2017/10/13
INN07200,2.0,,,,Meal Plan 2,No,Room_Type 1,257,Online,Yes,0,101.5,0,Canceled,2017/07/01
INN29689,2.0,,,,Meal Plan 1,No,Room_Type 4,17,Online,Yes,0,108.0,0,Not_Canceled,2018/03/04
INN02225,2.0,,1.0,,Meal Plan 1,No,Room_Type 1,168,Online,Yes,0,99.45,0,Canceled,2018/08/01
INN14714,2.0,1.0,,,Meal Plan 1,No,Room_Type 1,26,Online,Yes,0,159.0,2,Not_Canceled,2018/09/17
INN13438,1.0,,1.0,,Meal Plan 1,No,Room_Type 1,5,Complementary,No,0,0.0,1,Not_Canceled,2018/05/09
INN30711,3.0,,2.0,,Meal Plan 2,No,Room_Type 4,31,Online,Yes,0,192.6,0,Canceled,2018/06/26
INN11933,2.0,,,,Not Selected,No,Room_Type 1,20,Online,Yes,0,129.0,0,Canceled,2018/10/04
INN14230,2.0,2.0,2.0,,Meal Plan 1,No,Room_Type 6,88,Online,Yes,0,150.45,2,Not_Canceled,2018/04/03
INN17190,1.0,2.0,4.0,,Meal Plan 1,No,Room_Type 6,15,Online,Yes,0,236.14,1,Canceled,2018/09/18
INN20954,1.0,,2.0,,Meal Plan 1,No,Room_Type 1,1,Offline,Yes,0,60.0,0,Canceled,2018/02/28
INN28544,1.0,,1.0,,Meal Plan 1,No,Room_Type 1,0,Offline,Yes,0,110.0,0,Not_Canceled,2018/06/06
INN29909,2.0,,,,Meal Plan 1,No,Room_Type 1,105,Online,Yes,0,72.25,3,Not_Canceled,2017/11/26
INN02631,2.0,,2.0,,Not Selected,No,Room_Type 1,148,Online,Yes,0,91.68,0,Canceled,2018/07/25
INN34103,1.0,,,,Not Selected,No,Room_Type 1,53,Online,Yes,0,75.6,1,Not_Canceled,2018/04/02
INN34406,2.0,,,,Meal Plan 1,Yes,Room_Type 2,208,Online,Yes,0,104.62,0,Canceled,2018/07/21
INN32759,2.0,,2.0,,Not Selected,No,Room_Type 1,40,Online,Yes,0,67.5,1,Canceled,2018/02/14
INN10883,1.0,,4.0,,Meal Plan 1,No,Room_Type 1,43,Online,Yes,0,74.8,1,Canceled,2018/11/29
INN35517,2.0,,,,Meal Plan 1,No,Room_Type 1,323,Offline,Yes,0,70.0,0,Canceled,2018/05/17
INN18422,2.0,,,,Meal Plan 1,No,Room_Type 4,47,Offline,Yes,0,60.0,0,Not_Canceled,2017/11/11
INN01280,2.0,,1.0,,Meal Plan 1,No,Room_Type 1,113,Online,Yes,0,85.0,0,Canceled,2018/06/30
INN33456,2.0,1.0,,,Meal Plan 1,No,Room_Type 1,19,Online,Yes,0,169.0,0,Not_Canceled,2018/07/27
INN36017,2.0,1.0,,,Meal Plan 1,No,Room_Type 1,11,Online,Yes,0,138.5,1,Not_Canceled,2018/08/02
INN31067,2.0,,,,Meal Plan 1,No,Room_Type 1,7,Corporate,Yes,0,80.0,0,Not_Canceled,2018/03/09
INN27063,1.0,,,,Meal Plan 1,No,Room_Type 1,50,Online,Yes,0,85.5,0,Not_Canceled,2018/04/02
INN23436,2.0,,2.0,,Meal Plan 1,No,Room_Type 1,44,Offline,Yes,0,95.0,1,Not_Canceled,2018/04/23
INN16517,2.0,,1.0,,Meal Plan 1,No,Room_Type 1,124,Offline,Yes,0,48.33,1,Not_Canceled,2018/03/15
INN26266,2.0,,1.0,,Meal Plan 1,No,Room_Type 4,56,Online,Yes,0,130.05,0,Canceled,2018/04/21
INN08633,2.0,1.0,,,Meal Plan 1,No,Room_Type 4,37,Offline,Yes,0,75.0,1,Not_Canceled,2017/10/28
INN00547,2.0,,2.0,,Not Selected,No,Room_Type 1,75,Online,Yes,0,74.8,1,Not_Canceled,2018/12/02
INN03454,2.0,,2.0,,Meal Plan 1,No,Room_Type 1,263,Online,Yes,0,100.3,0,Canceled,2018/09/29
INN02585,2.0,,,,Meal Plan 1,No,Room_Type 1,86,Offline,Yes,0,105.0,0,Not_Canceled,2017/09/24
INN23249,1.0,,,,Meal Plan 2,No,Room_Type 1,346,Offline,Yes,0,90.0,0,Not_Canceled,2018/09/13
INN26653,2.0,,1.0,,Meal Plan 1,No,Room_Type 1,174,Offline,Yes,0,70.0,0,Canceled,2017/10/10
INN08702,2.0,,1.0,,Meal Plan 1,No,Room_Type 4,52,Online,Yes,0,108.11,2,Not_Canceled,2018/05/27
INN10075,2.0,,3.0,,Meal Plan 1,No,Room_Type 1,213,Online,Yes,0,119.85,0,Canceled,2018/09/19
INN19009,2.0,1.0,,,Meal Plan 1,No,Room_Type 1,11,Online,Yes,0,150.0,1,Canceled,2018/11/05
INN27686,2.0,,,,Meal Plan 1,No,Room_Type 1,172,Online,Yes,0,109.8,0,Canceled,2018/08/17
INN25845,2.0,,,,Meal Plan 1,No,Room_Type 1,253,Offline,Yes,0,90.0,0,Canceled,2018/05/04
INN26903,2.0,,,,Meal Plan 1,Yes,Room_Type 1,2,Corporate,No,0,77.0,0,Not_Canceled,2018/11/24
INN05561,1.0,,,1.0,Meal Plan 1,No,Room_Type 1,105,Corporate,No,1,65.0,0,Not_Canceled,2018/09/28
INN30639,2.0,,2.0,,Meal Plan 1,No,Room_Type 1,73,Offline,Yes,0,75.0,0,Not_Canceled,2018/11/27
INN03058,1.0,,,,Meal Plan 2,No,Room_Type 1,346,Offline,Yes,0,90.0,0,Not_Canceled,2018/09/13
INN31739,2.0,,1.0,,Not Selected,No,Room_Type 1,21,Online,Yes,0,99.33,1,Not_Canceled,2018/10/03
INN22911,1.0,,,,Not Selected,Yes,Room_Type 1,35,Online,Yes,0,103.5,2,Not_Canceled,2017/11/26
INN13092,2.0,,,,Meal Plan 1,No,Room_Type 1,0,Online,Yes,0,124.0,0,Not_Canceled,2017/08/11
INN16240,2.0,1.0,,,Meal Plan 1,No,Room_Type 1,32,Online,Yes,0,126.0,2,Not_Canceled,2018/04/20
INN08770,2.0,,2.0,,Meal Plan 1,No,Room_Type 1,276,Offline,Yes,0,61.0,0,Canceled,2018/05/13
INN07688,1.0,2.0,,,Meal Plan 1,No,Room_Type 6,17,Online,Yes,0,198.9,1,Canceled,2018/05/13
INN18853,2.0,,1.0,,Meal Plan 1,No,Room_Type 1,35,Offline,Yes,0,85.5,0,Not_Canceled,2018/04/04
INN28817,2.0,,1.0,,Meal Plan 1,No,Room_Type 1,8,Online,Yes,0,93.0,0,Not_Canceled,2018/02/22
INN02893,2.0,,,,Meal Plan 1,No,Room_Type 1,146,Offline,Yes,0,81.25,1,Not_Canceled,2018/08/05
INN21503,1.0,,,,Meal Plan 1,No,Room_Type 1,8,Online,Yes,0,54.5,1,Not_Canceled,2018/03/15
INN11234,1.0,,1.0,,Meal Plan 1,No,Room_Type 1,11,Corporate,Yes,0,112.88,0,Not_Canceled,2018/09/05
INN31019,2.0,,,,Meal Plan 1,No,Room_Type 1,47,Online,Yes,0,73.08,3,Not_Canceled,2018/03/30
INN02017,2.0,,,,Meal Plan 1,No,Room_Type 1,15,Online,Yes,0,107.0,3,Not_Canceled,2017/11/10
INN15583,2.0,,2.0,,Meal Plan 1,No,Room_Type 1,55,Offline,Yes,0,60.0,1,Not_Canceled,2018/01/31
INN24475,2.0,,1.0,,Meal Plan 1,No,Room_Type 4,129,Online,Yes,0,132.3,0,Canceled,2018/10/10
INN13642,2.0,,2.0,,Meal Plan 1,No,Room_Type 1,22,Online,Yes,0,137.67,0,Canceled,2018/05/01
INN13917,3.0,,2.0,,Meal Plan 1,No,Room_Type 1,61,Online,Yes,0,159.3,0,Canceled,2018/05/07
INN31396,2.0,,,,Meal Plan 1,No,Room_Type 1,37,Offline,Yes,0,105.0,0,Not_Canceled,2018/10/13
INN35657,2.0,,,,Meal Plan 1,No,Room_Type 1,443,Offline,Yes,0,65.0,0,Canceled,2018/04/29
INN15232,2.0,,2.0,,Meal Plan 1,No,Room_Type 1,166,Online,Yes,0,99.45,0,Canceled,2018/08/01
INN02947,2.0,,3.0,,Meal Plan 1,No,Room_Type 6,155,Online,Yes,0,177.35,0,Canceled,2018/05/22
INN26486,1.0,,,,Meal Plan 1,No,Room_Type 1,7,Corporate,Yes,0,65.0,0,Not_Canceled,2017/09/08
INN24688,3.0,,,,Meal Plan 1,No,Room_Type 1,74,Online,Yes,0,128.7,0,Canceled,2018/04/06
INN00165,2.0,,,,Meal Plan 1,No,Room_Type 1,143,Online,Yes,0,105.3,2,Not_Canceled,2018/07/12
INN16156,2.0,,2.0,,Meal Plan 1,No,Room_Type 1,8,Online,Yes,0,151.0,0,Canceled,2018/08/06
INN15526,2.0,,,,Meal Plan 1,No,Room_Type 4,155,Online,Yes,0,118.8,1,Canceled,2018/08/18
INN08466,3.0,,,,Meal Plan 1,No,Room_Type 4,56,Online,Yes,0,123.3,1,Canceled,2018/03/29
INN25715,2.0,2.0,1.0,,Meal Plan 2,No,Room_Type 6,13,Online,Yes,0,260.4,2,Not_Canceled,2018/04/11
INN09545,2.0,,,,Meal Plan 2,Yes,Room_Type 1,155,Offline,Yes,0,119.24,0,Canceled,2018/06/14
INN03670,2.0,,2.0,,Meal Plan 1,No,Room_Type 4,59,Online,Yes,0,118.27,1,Not_Canceled,2018/04/24
INN07819,2.0,,,,Not Selected,No,Room_Type 1,57,Online,Yes,0,79.2,2,Not_Canceled,2018/12/01
INN29729,2.0,,,,Meal Plan 1,No,Room_Type 1,263,Offline,Yes,0,110.0,0,Canceled,2018/10/21
INN34340,2.0,,1.0,,Meal Plan 1,No,Room_Type 1,72,Online,Yes,0,135.9,1,Not_Canceled,2018/09/10
INN31648,2.0,,2.0,,Meal Plan 1,No,Room_Type 1,290,Online,Yes,0,90.95,0,Canceled,2018/10/20
INN33641,1.0,,1.0,,Not Selected,No,Room_Type 1,64,Online,Yes,0,48.51,1,Not_Canceled,2018/03/11
INN11365,2.0,,2.0,,Meal Plan 1,No,Room_Type 1,24,Offline,Yes,0,85.0,0,Not_Canceled,2017/09/20
INN19430,2.0,1.0,4.0,,Meal Plan 1,No,Room_Type 1,171,Online,Yes,0,110.5,2,Canceled,2018/07/15
INN28923,1.0,,,,Meal Plan 1,No,Room_Type 1,15,Corporate,Yes,0,81.0,0,Not_Canceled,2018/02/19
INN06589,2.0,,,,Meal Plan 1,Yes,Room_Type 4,37,Online,Yes,0,153.0,3,Not_Canceled,2018/10/27
INN34260,2.0,,,,Meal Plan 1,No,Room_Type 1,4,Online,Yes,0,121.0,0,Canceled,2018/06/09
INN27202,2.0,,,,Meal Plan 1,No,Room_Type 1,58,Online,Yes,0,80.3,1,Not_Canceled,2018/03/04
INN19944,2.0,,1.0,,Meal Plan 1,No,Room_Type 4,12,Online,Yes,0,91.63,0,Not_Canceled,2018/12/26
INN10339,1.0,,,,Meal Plan 1,No,Room_Type 1,4,Online,Yes,0,149.0,1,Not_Canceled,2018/09/08
INN23243,1.0,,,,Meal Plan 1,No,Room_Type 1,58,Offline,Yes,0,90.0,0,Not_Canceled,2018/01/27
INN08995,2.0,,2.0,,Meal Plan 1,No,Room_Type 1,17,Online,Yes,0,83.2,0,Canceled,2018/11/27
INN21075,2.0,,,,Meal Plan 1,No,Room_Type 1,68,Offline,Yes,0,65.0,0,Not_Canceled,2017/09/29
INN18744,2.0,,1.0,,Not Selected,No,Room_Type 1,21,Online,Yes,0,77.92,1,Not_Canceled,2017/12/04
INN30364,2.0,,1.0,2.0,Meal Plan 1,No,Room_Type 1,5,Online,No,11,89.0,1,Not_Canceled,2018/01/22
INN05033,2.0,2.0,2.0,,Meal Plan 1,No,Room_Type 6,237,Online,Yes,0,148.26,0,Not_Canceled,2018/12/28
INN05054,1.0,,1.0,,Meal Plan 1,No,Room_Type 1,180,Online,Yes,0,120.0,0,Canceled,2018/10/10
INN10002,2.0,1.0,2.0,,Meal Plan 1,No,Room_Type 1,14,Online,Yes,0,149.0,2,Not_Canceled,2018/04/24
INN26509,3.0,,,,Meal Plan 1,No,Room_Type 4,0,Online,Yes,0,208.0,0,Canceled,2018/07/13
INN12094,2.0,,1.0,,Meal Plan 1,No,Room_Type 1,115,Offline,Yes,0,72.25,0,Not_Canceled,2018/08/22
INN27619,2.0,,,,Meal Plan 1,No,Room_Type 1,158,Online,Yes,0,114.3,2,Canceled,2018/07/08
INN27126,1.0,,2.0,,Meal Plan 1,No,Room_Type 1,56,Offline,Yes,0,185.0,0,Not_Canceled,2017/09/25
INN02520,2.0,,,,Not Selected,No,Room_Type 1,81,Online,Yes,0,67.5,1,Not_Canceled,2018/03/09
INN09254,2.0,,1.0,,Meal Plan 1,No,Room_Type 1,193,Offline,Yes,0,120.0,0,Canceled,2018/06/20
INN18273,2.0,,2.0,,Meal Plan 1,No,Room_Type 1,24,Corporate,Yes,0,50.0,0,Not_Canceled,2017/12/05
INN36070,2.0,,2.0,,Not Selected,No,Room_Type 1,224,Online,Yes,0,68.61,0,Canceled,2018/12/25
INN31250,1.0,,,,Meal Plan 1,No,Room_Type 1,78,Online,Yes,0,86.4,2,Not_Canceled,2018/11/23
INN03680,2.0,,2.0,,Not Selected,No,Room_Type 1,148,Online,Yes,0,80.75,1,Not_Canceled,2018/04/23
INN07550,2.0,,,,Meal Plan 1,No,Room_Type 1,66,Online,Yes,0,124.5,3,Not_Canceled,2018/11/10
INN14104,2.0,,,,Meal Plan 1,No,Room_Type 1,168,Offline,Yes,0,82.28,0,Canceled,2018/10/04
INN00406,2.0,,,,Meal Plan 1,No,Room_Type 1,26,Online,Yes,0,117.67,1,Canceled,2017/09/17
INN03321,2.0,,,,Meal Plan 1,No,Room_Type 1,0,Online,Yes,0,98.33,0,Not_Canceled,2018/02/04
INN06115,2.0,,2.0,,Meal Plan 1,No,Room_Type 1,291,Online,Yes,0,80.75,2,Not_Canceled,2018/12/28
INN01964,2.0,,1.0,,Meal Plan 1,No,Room_Type 1,167,Online,Yes,0,90.9,0,Canceled,2018/08/26
INN28290,2.0,,,,Meal Plan 1,No,Room_Type 1,39,Online,Yes,0,57.28,1,Not_Canceled,2018/02/10
INN11804,2.0,1.0,2.0,,Not Selected,No,Room_Type 1,91,Online,Yes,0,52.02,1,Not_Canceled,2018/04/01
INN11251,1.0,,,,Meal Plan 1,No,Room_Type 1,151,Offline,Yes,0,71.0,0,Not_Canceled,2018/01/19
INN12553,1.0,,,,Meal Plan 2,No,Room_Type 1,67,Offline,Yes,0,95.0,0,Not_Canceled,2018/07/26
INN13819,1.0,,,,Meal Plan 1,No,Room_Type 1,298,Offline,Yes,0,76.0,0,Not_Canceled,2018/05/10
INN35212,2.0,,,,Meal Plan 1,No,Room_Type 1,43,Offline,Yes,0,85.0,0,Not_Canceled,2017/10/13
INN31826,2.0,,2.0,,Meal Plan 1,No,Room_Type 1,41,Online,Yes,0,93.93,2,Not_Canceled,2018/11/12
INN23025,3.0,,,,Meal Plan 1,No,Room_Type 4,5,Online,Yes,0,157.0,2,Not_Canceled,2018/04/12
INN28662,2.0,,,,Not Selected,No,Room_Type 1,207,Online,Yes,0,98.1,0,Canceled,2018/10/04
INN02835,1.0,,1.0,,Meal Plan 1,No,Room_Type 1,0,Corporate,No,0,65.0,1,Not_Canceled,2018/03/21
INN27949,2.0,,2.0,,Not Selected,No,Room_Type 1,47,Online,Yes,0,79.0,2,Not_Canceled,2018/10/02
INN18602,2.0,,,,Not Selected,No,Room_Type 1,260,Online,Yes,0,113.4,0,Canceled,2018/09/22
INN04128,2.0,1.0,2.0,,Meal Plan 1,No,Room_Type 1,33,Online,Yes,0,143.1,0,Canceled,2018/05/01
INN02958,3.0,,1.0,,Meal Plan 1,No,Room_Type 4,46,Online,Yes,0,142.2,0,Not_Canceled,2018/09/02
INN28911,1.0,,,1.0,Meal Plan 1,No,Room_Type 1,0,Complementary,No,1,6.0,0,Not_Canceled,2017/10/07
INN18009,2.0,,,,Meal Plan 1,No,Room_Type 1,230,Offline,Yes,0,137.0,1,Canceled,2018/09/06
INN08684,2.0,,2.0,,Meal Plan 1,No,Room_Type 1,99,Offline,Yes,0,65.0,0,Canceled,2017/10/30
INN16672,1.0,,1.0,,Meal Plan 1,No,Room_Type 1,3,Online,Yes,0,145.0,2,Not_Canceled,2018/09/12
INN10716,1.0,,1.0,,Meal Plan 1,No,Room_Type 1,6,Online,Yes,0,97.02,2,Not_Canceled,2018/05/23
INN23849,2.0,,,,Meal Plan 1,No,Room_Type 1,68,Offline,Yes,0,65.0,0,Not_Canceled,2017/09/29
INN25067,2.0,,,,Not Selected,No,Room_Type 1,81,Online,Yes,0,116.1,0,Canceled,2018/05/19
INN35630,2.0,,,,Not Selected,No,Room_Type 1,1,Online,Yes,0,128.0,1,Not_Canceled,2018/05/31
INN07547,2.0,,1.0,,Meal Plan 2,No,Room_Type 1,161,Online,Yes,0,130.0,0,Canceled,2018/03/25
INN29484,1.0,,1.0,,Meal Plan 1,No,Room_Type 1,118,Online,Yes,0,6.0,0,Not_Canceled,2018/06/06
INN06751,3.0,,2.0,,Meal Plan 1,No,Room_Type 7,6,Online,Yes,0,197.12,0,Canceled,2018/05/20
INN16504,2.0,1.0,1.0,,Not Selected,No,Room_Type 1,31,Online,Yes,0,53.19,1,Not_Canceled,2018/03/04
INN21526,3.0,,1.0,,Meal Plan 1,No,Room_Type 4,63,Online,Yes,0,142.2,2,Not_Canceled,2018/09/01
INN02926,2.0,,1.0,,Meal Plan 1,No,Room_Type 1,286,Online,Yes,0,90.0,0,Canceled,2018/10/16
INN12298,2.0,,1.0,,Meal Plan 1,No,Room_Type 1,38,Online,Yes,0,135.9,0,Canceled,2018/05/07
INN27335,1.0,,,,Meal Plan 1,No,Room_Type 1,2,Offline,Yes,0,69.0,0,Not_Canceled,2018/02/25
INN17564,2.0,1.0,2.0,,Meal Plan 1,No,Room_Type 1,51,Online,Yes,0,148.75,1,Not_Canceled,2018/11/04
INN33064,1.0,,,,Not Selected,No,Room_Type 1,109,Online,Yes,0,80.1,1,Not_Canceled,2018/10/26
INN36164,1.0,,6.0,,Meal Plan 1,No,Room_Type 4,102,Online,Yes,0,132.6,1,Canceled,2018/05/15
INN07730,3.0,,,,Meal Plan 1,No,Room_Type 1,67,Online,Yes,0,159.3,0,Canceled,2018/05/07
INN28733,2.0,,2.0,,Not Selected,No,Room_Type 1,25,Online,Yes,0,139.0,0,Canceled,2018/07/09
INN02685,2.0,,,,Meal Plan 1,No,Room_Type 1,50,Offline,Yes,0,52.0,1,Not_Canceled,2018/01/14
INN06658,1.0,,2.0,,Meal Plan 1,No,Room_Type 1,94,Online,Yes,0,111.33,1,Not_Canceled,2018/10/08
INN29604,2.0,,,,Not Selected,No,Room_Type 1,29,Online,Yes,0,75.0,0,Canceled,2018/02/04
INN13850,2.0,,1.0,,Meal Plan 1,No,Room_Type 1,273,Offline,Yes,0,95.0,0,Canceled,2018/05/13
INN11349,2.0,,1.0,,Meal Plan 1,No,Room_Type 4,189,Online,Yes,0,109.8,0,Canceled,2018/10/28
INN08767,1.0,,1.0,,Not Selected,No,Room_Type 1,48,Online,Yes,0,107.1,1,Canceled,2018/04/04
INN25962,2.0,,2.0,,Meal Plan 2,No,Room_Type 1,131,Offline,Yes,0,94.5,0,Canceled,2017/08/15
INN26837,1.0,,1.0,,Meal Plan 1,No,Room_Type 1,40,Corporate,Yes,0,81.0,1,Not_Canceled,2018/01/25
INN04971,2.0,,,,Meal Plan 1,No,Room_Type 1,104,Offline,Yes,0,75.0,0,Not_Canceled,2017/12/03
INN07602,3.0,,1.0,,Meal Plan 1,No,Room_Type 4,35,Online,Yes,0,129.87,0,Canceled,2018/06/27
INN28971,2.0,,,,Meal Plan 1,No,Room_Type 1,4,Online,Yes,0,161.0,1,Not_Canceled,2018/05/28
INN05167,3.0,,,,Meal Plan 1,No,Room_Type 4,3,Online,Yes,0,156.33,2,Not_Canceled,2018/12/01
INN19145,2.0,,,,Not Selected,No,Room_Type 1,67,Online,Yes,0,116.1,1,Not_Canceled,2018/06/09
INN02394,1.0,,,,Meal Plan 1,No,Room_Type 1,86,Corporate,Yes,0,90.0,0,Not_Canceled,2017/09/09
INN07589,2.0,,2.0,,Meal Plan 1,No,Room_Type 1,210,Offline,Yes,0,72.25,0,Not_Canceled,2018/08/15
INN19426,1.0,,3.0,,Meal Plan 1,No,Room_Type 1,2,Corporate,Yes,0,91.67,0,Not_Canceled,2017/12/05
INN33800,2.0,,,,Meal Plan 1,Yes,Room_Type 1,1,Online,Yes,0,105.0,1,Not_Canceled,2017/08/11
INN18358,2.0,,,,Meal Plan 1,No,Room_Type 1,141,Online,Yes,0,128.8,1,Not_Canceled,2018/09/23
INN23665,2.0,,2.0,,Meal Plan 1,No,Room_Type 1,170,Offline,Yes,0,78.0,0,Not_Canceled,2018/04/08
INN13664,2.0,,1.0,,Meal Plan 1,No,Room_Type 1,38,Offline,Yes,0,85.5,0,Not_Canceled,2018/06/18
INN01647,2.0,,,,Meal Plan 2,No,Room_Type 1,273,Online,Yes,0,109.0,0,Canceled,2017/07/17
INN22654,1.0,,,,Meal Plan 1,No,Room_Type 1,1,Corporate,No,0,79.0,0,Not_Canceled,2017/12/29
INN19912,2.0,2.0,2.0,,Meal Plan 1,No,Room_Type 6,98,Online,Yes,0,156.6,1,Not_Canceled,2018/10/30
INN16345,2.0,,1.0,,Meal Plan 1,No,Room_Type 1,0,Online,Yes,0,79.31,1,Not_Canceled,2018/05/09
INN01661,,2.0,,,Meal Plan 1,No,Room_Type 1,130,Complementary,Yes,0,6.0,2,Not_Canceled,2018/03/25
INN11760,2.0,,1.0,,Meal Plan 1,No,Room_Type 1,19,Online,Yes,0,81.82,1,Not_Canceled,2018/01/01
INN18863,1.0,,1.0,,Not Selected,No,Room_Type 1,131,Online,Yes,0,108.0,0,Canceled,2018/10/10
INN11729,1.0,,2.0,,Meal Plan 1,No,Room_Type 1,16,Aviation,Yes,0,95.0,0,Not_Canceled,2018/10/08
INN15883,2.0,,,,Not Selected,No,Room_Type 1,209,Online,Yes,0,98.1,1,Canceled,2018/10/05
INN19760,2.0,,,3.0,Meal Plan 1,No,Room_Type 1,19,Offline,No,1,90.0,0,Not_Canceled,2017/10/06
INN20941,2.0,2.0,,,Meal Plan 1,No,Room_Type 6,27,Online,Yes,0,234.0,1,Canceled,2018/09/29
INN29412,1.0,,,,Meal Plan 1,No,Room_Type 1,63,Online,Yes,0,89.53,1,Canceled,2017/11/10
INN11151,2.0,2.0,2.0,,Meal Plan 1,No,Room_Type 6,42,Online,Yes,0,198.9,0,Canceled,2018/05/15
INN11630,1.0,,1.0,,Meal Plan 1,No,Room_Type 1,1,Online,Yes,0,124.0,1,Not_Canceled,2018/08/01
INN04299,2.0,,2.0,,Meal Plan 1,No,Room_Type 1,25,Online,Yes,0,88.0,0,Not_Canceled,2018/09/11
INN31810,2.0,,,,Not Selected,No,Room_Type 1,39,Online,Yes,0,74.8,2,Not_Canceled,2018/12/27
INN02525,2.0,,,,Meal Plan 1,Yes,Room_Type 1,1,Online,Yes,0,105.0,1,Not_Canceled,2017/08/11
INN14690,1.0,,,,Meal Plan 1,Yes,Room_Type 1,213,Online,Yes,0,118.65,0,Canceled,2018/09/27
INN24256,2.0,,,,Not Selected,No,Room_Type 1,30,Online,Yes,0,74.8,1,Not_Canceled,2018/11/29
INN06198,1.0,,1.0,,Meal Plan 1,Yes,Room_Type 1,39,Corporate,Yes,0,67.0,0,Not_Canceled,2018/07/25
INN06881,1.0,,,,Meal Plan 2,No,Room_Type 1,74,Offline,Yes,0,87.0,0,Not_Canceled,2017/09/18
INN11255,2.0,,,,Meal Plan 2,No,Room_Type 1,119,Offline,Yes,0,97.75,1,Canceled,2018/07/13
INN04510,1.0,,,1.0,Meal Plan 1,No,Room_Type 1,2,Complementary,No,2,0.0,3,Not_Canceled,2018/01/27
INN19365,2.0,,1.0,,Not Selected,No,Room_Type 1,5,Online,Yes,0,75.0,1,Not_Canceled,2017/12/20
INN08134,2.0,,,,Meal Plan 1,No,Room_Type 4,65,Online,Yes,0,149.4,1,Not_Canceled,2018/09/09
INN28268,1.0,,1.0,,Not Selected,No,Room_Type 1,0,Online,Yes,0,92.86,0,Not_Canceled,2018/07/03
INN01465,2.0,,,,Not Selected,No,Room_Type 1,2,Online,Yes,0,89.0,0,Canceled,2018/03/10
INN01682,2.0,,1.0,,Meal Plan 1,No,Room_Type 1,178,Online,Yes,0,99.45,2,Not_Canceled,2018/08/15
INN26289,1.0,,,,Meal Plan 1,No,Room_Type 1,34,Corporate,Yes,0,80.0,0,Not_Canceled,2017/12/01
INN14172,2.0,,2.0,,Meal Plan 1,No,Room_Type 4,33,Online,Yes,0,140.4,1,Not_Canceled,2018/04/29
INN25151,2.0,,,3.0,Meal Plan 1,No,Room_Type 1,19,Offline,No,1,90.0,0,Not_Canceled,2017/10/06
INN14192,2.0,,2.0,,Meal Plan 1,No,Room_Type 4,36,Online,Yes,0,96.9,0,Not_Canceled,2018/12/03
INN34817,3.0,,,,Meal Plan 1,No,Room_Type 4,48,Online,Yes,0,142.2,2,Not_Canceled,2018/09/02
INN31540,2.0,,1.0,,Meal Plan 1,No,Room_Type 1,7,Online,Yes,0,90.0,1,Canceled,2017/08/12
INN02329,2.0,,2.0,,Meal Plan 1,No,Room_Type 1,6,Online,Yes,0,100.67,2,Not_Canceled,2017/08/19
INN20417,2.0,,,,Not Selected,No,Room_Type 1,89,Online,Yes,0,57.6,0,Canceled,2018/11/16
INN18011,2.0,,,,Meal Plan 1,No,Room_Type 1,263,Offline,Yes,0,110.0,0,Canceled,2018/10/21
INN08021,2.0,,,,Meal Plan 1,No,Room_Type 1,270,Offline,Yes,0,62.8,0,Canceled,2018/04/20
INN25200,2.0,,2.0,,Not Selected,No,Room_Type 1,8,Online,Yes,0,126.67,1,Not_Canceled,2018/10/29
INN02939,2.0,,,,Meal Plan 1,No,Room_Type 4,30,Online,Yes,0,149.4,0,Canceled,2018/07/14
INN00786,1.0,,,,Meal Plan 2,No,Room_Type 1,265,Offline,Yes,0,90.0,0,Not_Canceled,2018/06/24
INN35770,2.0,,,,Not Selected,No,Room_Type 1,17,Online,Yes,0,139.0,1,Canceled,2018/07/23
INN31119,2.0,,2.0,,Meal Plan 1,No,Room_Type 1,23,Offline,Yes,0,85.0,0,Not_Canceled,2018/10/09
INN32634,1.0,,,,Meal Plan 1,Yes,Room_Type 4,2,Complementary,Yes,0,0.0,0,Not_Canceled,2018/01/23
INN25900,3.0,,,,Meal Plan 1,No,Room_Type 1,22,Offline,Yes,0,115.0,0,Not_Canceled,2018/10/05
INN29671,2.0,,1.0,,Meal Plan 2,No,Room_Type 2,161,Offline,Yes,0,130.0,0,Canceled,2018/03/25
INN25478,2.0,,,,Meal Plan 1,No,Room_Type 1,0,Online,Yes,0,99.0,1,Not_Canceled,2017/08/11
